load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigmaxy,avg_init_sigmaxy,avg_sigmaxy_change_from_init,avg_Pxy,nr_plastic_deformations,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
17054,0.32053,528.28268501,-2.603271718,530.92722298,-2.6445379743,0.00422626148,-2.0826173744e-05,0.0042474177838,-2.1156303794e-05,0,0,0.27376854203,1.2329660732e-06,-0.056278091371,0.075581934124,0.020028286505,-0.057222085526,0.07723052486,0.017848023665,-0.0016485907358,-0.080252573281,0.079788443644,-0.021715145839,0.021588210129,-0.081852924612,0.081470377613,-0.01916072815,0.019152048843,0.18940187161,0.462172685,304,83274,32932,4618,4176,44003,18485,43889,18623,3,39903,3,-2,3683,6010,0,2,0,0,37d 15h 6m 34s,36d 22h 50m 1.821s,15h 43m 18.613s,82d 22h 20m 51s,165.06623968,125.00005135,328.38334162,-1.7491583754,251.75719764,-1.5518904104
17055,0.32054,528.32185056,0.039165553551,528.32185525,-4.6866420007e-06,0.0042265748045,3.1332442841e-07,0.004226574842,-3.74931362e-11,0,0,0.27377055192,1.4676656173e-06,-0.056287983145,0.075599713938,0.020011337188,-0.056292214422,0.075606909731,0.020001297667,-7.1957925694e-06,-0.080270586126,0.079806605851,-0.021696282191,0.021569285423,-0.080277634672,0.079813504419,-0.021685406117,0.021558469775,0.029222938924,0.58563663467,2,83296,32909,4619,4176,44012,18477,43903,18608,3,39905,3,-2,761,1289,0,2,0,0,37d 15h 8m 28s,36d 22h 51m 51.632s,15h 43m 22.481s,82d 22h 47m 6s,165.06748968,125.00005135,328.38581358,-1.749186421,251.75721313,-1.5520484756
17056,0.32055,528.36103561,0.039185048597,528.36104028,-4.676637559e-06,0.0042268882849,3.1348038878e-07,0.0042268883223,-3.7413100396e-11,0,0,0.27377260286,6.218105237e-06,-0.056297882351,0.075617503109,0.019994372409,-0.056302105167,0.075624688567,0.019984349284,-7.1854584734e-06,-0.080288611868,0.07982477656,-0.021677401819,0.021550342651,-0.080295646552,0.07983166568,-0.021666543444,0.021539546043,0.031082240598,0,0,83319,32887,4617,4177,44023,18467,43913,18597,3,39905,3,-2,764,1269,0,2,0,0,37d 15h 10m 18s,36d 22h 53m 41.489s,15h 43m 22.481s,82d 23h 10m 55s,165.06873968,125.00005135,328.3882859,-1.7492141041,251.75722883,-1.5522066382
17057,0.32056,528.40024016,0.039204555394,528.40024483,-4.6692459819e-06,0.0042272019213,3.1363644315e-07,0.0042272019587,-3.7353968009e-11,0,0,0.27377463113,2.1726540744e-06,-0.05630779144,0.075635299064,0.019977391912,-0.056312003343,0.075642476761,0.019967385438,-7.1776971733e-06,-0.080306650659,0.079842949119,-0.02165850292,0.0215313789,-0.080313671328,0.079849835444,-0.021647664045,0.021520604245,0.031971636553,0,0,83347,32860,4618,4175,44037,18454,43928,18581,3,39905,3,-2,861,1427,0,2,0,0,37d 15h 12m 22s,36d 22h 55m 45.589s,15h 43m 22.481s,82d 23h 34m 59s,165.06998968,125.00005135,328.39075844,-1.7492415582,251.75724433,-1.5523609291
17058,0.32057,528.43946424,0.039224076021,528.4394689,-4.661605999e-06,0.0042275157139,3.1379260817e-07,0.0042275157512,-3.7292847629e-11,0,0,0.2737766381,1.6849885407e-06,-0.056317712903,0.075653113335,0.019960387918,-0.056321911403,0.07566027174,0.019950405874,-7.1584057108e-06,-0.080324710346,0.079861138639,-0.021639572153,0.02151238518,-0.080331709155,0.07986800706,-0.021628766119,0.021501641467,0.03165799977,1,1,83363,32844,4618,4175,44045,18446,43936,18573,3,39906,3,-2,871,1482,0,2,0,0,37d 15h 14m 30s,36d 22h 57m 53.071s,15h 43m 22.481s,83d 7m 46s,165.07123968,125.00005135,328.39323129,-1.7492687091,251.75726108,-1.5525123644
17059,0.32058,528.47870785,0.039243610343,528.47871252,-4.6655610504e-06,0.0042278296628,3.1394888274e-07,0.0042278297001,-3.7324488118e-11,0,0,0.27377866188,2.7422601327e-06,-0.056327635134,0.075670925503,0.01994338422,-0.056331831835,0.075678085033,0.019933402815,-7.1595300537e-06,-0.080342771573,0.079879324239,-0.021620641512,0.021493389882,-0.080349767877,0.079886195634,-0.021609836329,0.021482648724,0.032158170141,0,0,83377,32830,4620,4173,44053,18438,43944,18565,3,39906,3,-2,866,1470,0,2,0,0,37d 15h 17m 46s,36d 23h 0.091s,15h 44m 31.505s,83d 1h 57m 57s,165.07248968,125.00005135,328.39570436,-1.7492956433,251.75727846,-1.5526634741
17060,0.32059,528.51797101,0.039263161911,528.51797566,-4.65144808e-06,0.0042281437681,3.1410529529e-07,0.0042281438053,-3.7211584508e-11,0,0,0.27378061628,3.8064926602e-06,-0.056337558229,0.075688740214,0.019926379259,-0.056341753035,0.075695896225,0.019916400052,-7.1560114738e-06,-0.080360835581,0.079897512251,-0.021601705886,0.021474390741,-0.080367828138,0.079904380289,-0.021590906663,0.021463654402,0.031942371075,0.68853670436,2,83389,32818,4624,4169,44064,18429,43949,18558,3,39908,3,-2,672,1242,0,2,0,0,37d 15h 19m 32s,36d 23h 1m 45.520s,15h 44m 31.505s,83d 2h 9m 31s,165.07373968,125.00005135,328.39817724,-1.7493227612,251.7572972,-1.5528133949
17061,0.3206,528.55725374,0.039282724678,528.55725837,-4.6289535476e-06,0.0042284580299,3.1426179742e-07,0.0042284580669,-3.7031628632e-11,0,0,0.27378277338,2.1759816029e-06,-0.056347510877,0.075706580538,0.019909327184,-0.056351675098,0.075713709958,0.019899396028,-7.1294196226e-06,-0.080378942357,0.079915717983,-0.021582714185,0.021455332206,-0.080385891179,0.079922567354,-0.021571972015,0.02144465624,0.036790565141,0,0,83409,32798,4627,4166,44078,18415,43958,18549,3,39908,3,-2,850,1416,0,2,0,0,37d 15h 21m 33s,36d 23h 3m 47.007s,15h 44m 31.505s,83d 2h 31m 7s,165.07498968,125.00005135,328.40065176,-1.7493482352,251.75731293,-1.5529577168
17062,0.32061,528.59655605,0.039302309444,528.59656068,-4.6301462362e-06,0.0042287724484,3.1441847555e-07,0.0042287724854,-3.7041169611e-11,0,0,0.27378483581,4.1812420397e-06,-0.056357466714,0.07572442869,0.019892269108,-0.056361626716,0.075731549306,0.019882344887,-7.1206162004e-06,-0.080397055688,0.079933931763,-0.021563710929,0.021436264267,-0.08040399699,0.079940772142,-0.021552981289,0.021425598682,0.034697561948,0,0,83425,32780,4628,4167,44085,18406,43968,18541,3,39908,3,-2,753,1229,0,2,0,0,37d 15h 23m 20s,36d 23h 5m 33.691s,15h 44m 31.505s,83d 2h 36m 35s,165.07623968,125.00005135,328.40312576,-1.749374245,251.757332,-1.5531014265
17063,0.32062,528.63587796,0.039321914132,528.63588258,-4.6197725396e-06,0.0042290870237,3.1457531305e-07,0.0042290870606,-3.695818044e-11,0,0,0.27378678842,7.4221041925e-06,-0.056367429199,0.075742283347,0.019875200311,-0.05637158152,0.075749396479,0.019865287748,-7.1131318849e-06,-0.080415179563,0.079952148038,-0.021544694343,0.021417182414,-0.080422109356,0.079958984975,-0.021533979012,0.021406531723,0.033260137278,0.77141249687,2,83443,32762,4627,4168,44093,18398,43977,18532,3,39910,3,-2,538,992,0,2,0,0,37d 15h 24m 45s,36d 23h 6m 58.381s,15h 44m 31.505s,83d 3h 1m 39s,165.07748968,125.00005135,328.40560217,-1.7493978312,251.75735377,-1.5532429123
17064,0.32063,528.67521948,0.039341516716,528.6752241,-4.620605182e-06,0.0042294017558,3.1473213373e-07,0.0042294017928,-3.6964841778e-11,0,0,0.27378888119,5.6223168068e-06,-0.056377397639,0.075760134504,0.019858132227,-0.056381542974,0.07576725016,0.019848219887,-7.1156564086e-06,-0.080433309258,0.079970359527,-0.0215256725,0.021398094283,-0.080440232267,0.079977200304,-0.021514963403,0.021387450847,0.043540241446,0,0,83464,32746,4625,4165,44104,18388,43985,18523,3,39910,3,-2,662,1073,0,2,0,0,37d 15h 26m 18s,36d 23h 8m 31.335s,15h 44m 31.505s,83d 2h 46m 55s,165.07873968,125.00005135,328.40807605,-1.7494239454,251.75736934,-1.553381951
17065,0.32064,528.71458063,0.039361151364,528.71458522,-4.5934121999e-06,0.004229716645,3.1488921092e-07,0.0042297166818,-3.6747297046e-11,0,0,0.27379101229,2.9638987041e-06,-0.056387389156,0.075778010567,0.019841025294,-0.056391510383,0.075785100339,0.01983115274,-7.0897718766e-06,-0.080451474535,0.079988589729,-0.021506603364,0.021378958134,-0.080458360997,0.079995410846,-0.021495942541,0.021368363697,0.04181166317,0,0,83484,32727,4627,4162,44107,18378,44004,18511,3,39910,3,-2,777,1296,0,2,0,0,37d 15h 28m 11s,36d 23h 10m 24.074s,15h 44m 31.505s,83d 3h 36m 38s,165.07998968,125.00005135,328.41055202,-1.7494479768,251.75738705,-1.5535152464
17066,0.32065,528.75396142,0.039380796282,528.75396602,-4.5937837285e-06,0.0042300316914,3.1504637025e-07,0.0042300317281,-3.6750269494e-11,0,0,0.27379306084,9.3700645274e-06,-0.056397377627,0.075795883952,0.019823923367,-0.056401500868,0.075802975425,0.019814046743,-7.091473064e-06,-0.080469636302,0.080006817313,-0.021487539905,0.021359826531,-0.08047652531,0.080013640102,-0.021476874383,0.021349228527,0.041693543168,0,0,83504,32706,4629,4161,44119,18367,44014,18500,3,39910,3,-2,710,1172,0,2,0,0,37d 15h 29m 53s,36d 23h 12m 5.783s,15h 44m 31.505s,83d 3h 55m 20s,165.08123968,125.00005135,328.41302795,-1.7494720508,251.75740702,-1.5536515021
17067,0.32066,528.79336188,0.039400452462,528.79336645,-4.5780473101e-06,0.004230346895,3.152036197e-07,0.0042303469316,-3.6624378877e-11,0,0,0.27379522159,2.1445928301e-06,-0.056407387474,0.075813774707,0.019806793267,-0.056411488307,0.075820847833,0.019796945753,-7.0731256397e-06,-0.080487828467,0.080025057464,-0.021468434944,0.021340655324,-0.080494686112,0.080031866739,-0.021457811906,0.021330097905,0.045515364514,0,0,83519,32690,4629,4162,44125,18360,44023,18492,3,39910,3,-2,739,1398,0,2,0,0,37d 15h 31m 28s,36d 23h 13m 40.095s,15h 44m 31.505s,83d 4h 6m 39s,165.08248968,125.00005135,328.41550466,-1.7494953402,251.75742602,-1.5537820766
17068,0.32067,528.832782,0.039420121291,528.83278658,-4.5812482767e-06,0.004230662256,3.1536097033e-07,0.0042306622926,-3.6649985997e-11,0,0,0.27379729434,1.3613922437e-06,-0.056417396463,0.075831658588,0.019789672177,-0.056421497123,0.075838737609,0.019779816591,-7.0790212672e-06,-0.08050601769,0.080043288424,-0.0214493396,0.021321491507,-0.080512877313,0.080050105941,-0.021438707927,0.02131092768,0.046382600447,0,0,83549,32659,4631,4161,44134,18350,44046,18470,3,39910,3,-2,727,1239,0,2,0,0,37d 15h 33m 15s,36d 23h 15m 27.176s,15h 44m 31.505s,83d 4h 29m 30s,165.08373968,125.00005135,328.41798188,-1.7495181193,251.7574464,-1.5539127744
17069,0.32068,528.8722218,0.039439799835,528.87222636,-4.5667160293e-06,0.0042309777744,3.1551839868e-07,0.0042309778109,-3.65337283e-11,0,0,0.27379941645,1.8110348076e-06,-0.056427421587,0.075849554437,0.019772531791,-0.056431505081,0.075856620513,0.019762696439,-7.0660763474e-06,-0.080524229026,0.080061526796,-0.021430215051,0.02130229977,-0.080531065572,0.080068335955,-0.021419613565,0.021291764845,0.047670056693,1,1,83563,32645,4630,4162,44140,18344,44053,18463,3,39911,3,-2,721,1198,0,2,0,0,37d 15h 34m 54s,36d 23h 17m 5.944s,15h 44m 31.505s,83d 4h 38m 4s,165.08498969,125.00005135,328.42045974,-1.7495402554,251.75746645,-1.5540380567
17070,0.32069,528.91168128,0.039459486768,528.91168585,-4.5655503982e-06,0.0042312934503,3.1567589415e-07,0.0042312934868,-3.6524403293e-11,0,0,0.27380153225,2.3815820782e-06,-0.056437450979,0.075867451396,0.019755387781,-0.056441529173,0.075874515384,0.01974555699,-7.0639882292e-06,-0.080542446861,0.080079764434,-0.021411086122,0.021283100981,-0.080549275946,0.08008657338,-0.021400489998,0.02127257409,0.05187166319,0,0,83582,32626,4629,4163,44149,18335,44062,18454,3,39911,3,-2,704,1208,0,2,0,0,37d 15h 36m 38s,36d 23h 18m 49.397s,15h 44m 31.505s,83d 4h 37m 0s,165.08623969,125.00005135,328.42293786,-1.7495621359,251.75748695,-1.5541652282
17071,0.3207,528.95116047,0.039479180814,528.95116503,-4.5616608304e-06,0.0042316092837,3.1583344651e-07,0.0042316093202,-3.6493286691e-11,0,0,0.27380363761,5.3927146756e-06,-0.056447499705,0.075885367711,0.01973821548,-0.056451557534,0.075892411366,0.019728413918,-7.0436549116e-06,-0.080560692578,0.08009801708,-0.021391918481,0.021263865115,-0.080567492818,0.08010481007,-0.021381362052,0.021253376284,0.053130307113,1,1,83607,32603,4627,4163,44159,18325,44075,18441,3,39912,3,-2,686,1140,0,2,0,0,37d 15h 38m 18s,36d 23h 20m 29.325s,15h 44m 31.505s,83d 4h 47m 31s,165.08748969,125.00005135,328.42541643,-1.7495835715,251.75750762,-1.5542872476
17072,0.32071,528.99065934,0.039498879399,528.99066393,-4.5835045057e-06,0.0042319252748,3.1599103519e-07,0.0042319253114,-3.6668036663e-11,0,0,0.27380579763,3.2900818867e-06,-0.056457535452,0.075903248094,0.019721089842,-0.05646160523,0.0759103267,0.019711242556,-7.0786062521e-06,-0.080578912693,0.080116231164,-0.021372799764,0.021244674923,-0.080585737571,0.080123061765,-0.021362195397,0.021234141402,0.054826074112,0.53055394504,2,83610,32601,4626,4163,44163,18322,44073,18442,3,39914,3,-2,704,1185,0,2,0,0,37d 15h 40m 1s,36d 23h 22m 12.228s,15h 44m 31.505s,83d 5h 6m 20s,165.08873969,125.00005135,328.42789536,-1.7496046412,251.75752904,-1.554409794
17073,0.32072,529.03017793,0.039518584373,529.03018249,-4.5574253136e-06,0.0042322414234,3.1614867499e-07,0.0042322414599,-3.6459402337e-11,0,0,0.27380793652,5.487440109e-06,-0.056467589559,0.075921143816,0.019703939227,-0.056471639949,0.075928206106,0.019694117853,-7.0622901179e-06,-0.080597157333,0.080134454529,-0.02135364704,0.021225451647,-0.080603956727,0.080141274901,-0.021343077664,0.021214952191,0.051765550282,0,0,83632,32580,4627,4161,44172,18312,44087,18429,3,39914,3,-2,578,956,0,2,0,0,37d 15h 41m 24s,36d 23h 23m 35.367s,15h 44m 31.505s,83d 4h 51m 57s,165.08998969,125.00005135,328.4303761,-1.7496238978,251.75755152,-1.5545271862
17074,0.32073,529.06971621,0.039538281835,529.06972078,-4.5645186901e-06,0.0042325577297,3.1630625468e-07,0.0042325577662,-3.6516149479e-11,0,0,0.27381008545,7.910036614e-06,-0.056477643388,0.075939031575,0.01968680082,-0.056481693027,0.075946100851,0.019676968174,-7.0692767168e-06,-0.080615400755,0.080152670345,-0.021334506526,0.021206237366,-0.080622200408,0.080159497318,-0.021323925924,0.021195729897,0.061221800604,0,0,83645,32566,4629,4160,44179,18308,44095,18418,3,39914,3,-2,617,1010,0,2,0,0,37d 15h 42m 53s,36d 23h 25m 3.645s,15h 44m 31.505s,83d 5h 23m 35s,165.09123969,125.00005135,328.43285528,-1.7496447186,251.75757284,-1.5546478008
17075,0.32074,529.1092742,0.039557983941,529.10927875,-4.5594691755e-06,0.0042328741936,3.1646387153e-07,0.00423287423,-3.6475752974e-11,0,0,0.27381230233,8.1284104141e-06,-0.056487698494,0.075956899943,0.019669679531,-0.056491745827,0.075963987631,0.019659830705,-7.0876881843e-06,-0.08063364046,0.080170862424,-0.021315379643,0.021187033787,-0.080640442869,0.080177712184,-0.021304786398,0.021176516599,0.06014188811,0,0,83661,32550,4631,4158,44185,18304,44107,18404,3,39914,3,-2,664,1076,0,2,0,0,37d 15h 44m 26s,36d 23h 26m 36.427s,15h 44m 31.505s,83d 5h 30m 50s,165.09248969,125.00005135,328.43533448,-1.7496655223,251.75759465,-1.5547680351
17076,0.32075,529.14885188,0.039577681661,529.14885642,-4.5443291583e-06,0.004233190815,3.1662145329e-07,0.0042331908514,-3.6354632846e-11,0,0,0.27381444339,9.8081652894e-06,-0.056497767462,0.07597477965,0.019652543834,-0.056501799906,0.075981855022,0.019642710352,-7.0753717873e-06,-0.080651898132,0.08018906139,-0.021296230257,0.021167809341,-0.080658681615,0.080195903315,-0.0212856605,0.021157314001,0.056377640707,0.51076020724,2,83679,32533,4632,4156,44192,18300,44119,18389,3,39916,3,-2,655,1048,0,2,0,0,37d 15h 45m 57s,36d 23h 28m 7.828s,15h 44m 31.505s,83d 5h 28m 50s,165.09373969,125.00005135,328.43781497,-1.7496850339,251.75761713,-1.5548826786
17077,0.32076,529.18844925,0.039597371206,529.1884538,-4.5549162451e-06,0.004233507594,3.1677896965e-07,0.0042335076304,-3.6439329852e-11,0,0,0.27381663252,5.4950004038e-06,-0.05650783987,0.075992646427,0.019635420203,-0.056511867846,0.075999733752,0.019625575592,-7.0873254627e-06,-0.080670156383,0.080207243972,-0.021277093892,0.021148592664,-0.080676938329,0.080214101333,-0.0212665121,0.021138090537,0.05824902334,0,0,83689,32522,4633,4156,44198,18295,44124,18383,3,39916,3,-2,694,1113,0,2,0,0,37d 15h 47m 35s,36d 23h 29m 45.339s,15h 44m 31.505s,83d 5h 27m 22s,165.09498969,125.00005135,328.44029565,-1.7497043464,251.75764013,-1.5549995973
17078,0.32077,529.2280663,0.039617053838,529.22807086,-4.5632319825e-06,0.0042338245304,3.169364307e-07,0.0042338245669,-3.650585563e-11,0,0,0.27381874045,5.420092201e-06,-0.056517926366,0.076010519271,0.019618286898,-0.056521939225,0.076017599553,0.019608452897,-7.0802815511e-06,-0.080688429913,0.080225427571,-0.021257937074,0.021129357971,-0.080695195621,0.080232282967,-0.02124737672,0.021118874842,0.050552778465,0,0,83709,32500,4634,4157,44213,18280,44130,18377,3,39916,3,-2,593,1108,0,2,0,0,37d 15h 49m 10s,36d 23h 31m 20.182s,15h 44m 31.505s,83d 5h 20m 3s,165.09623969,125.00005135,328.44277768,-1.7497223207,251.75766385,-1.5551092573
17079,0.32078,529.26770302,0.039636717039,529.26770762,-4.6047441629e-06,0.0042341416242,3.1709373631e-07,0.004234141661,-3.6837953694e-11,0,0,0.27382110016,2.0172076034e-06,-0.056527995467,0.076028336631,0.019601219756,-0.056532024694,0.076035471422,0.019591320527,-7.1347916093e-06,-0.080706670259,0.08024355211,-0.02123885443,0.021110187609,-0.080713468194,0.08025046562,-0.021228220887,0.02109964113,0.050126518262,1,1,83733,32476,4633,4158,44232,18261,44134,18373,3,39917,3,-2,792,1320,0,2,0,0,37d 15h 51m 4s,36d 23h 33m 14.158s,15h 44m 31.505s,83d 5h 40m 42s,165.09748969,125.00005135,328.44525729,-1.7497427106,251.75768682,-1.5552260895
17080,0.32079,529.30735939,0.03965636962,529.30736399,-4.5966288553e-06,0.0042344588751,3.1725095696e-07,0.0042344589119,-3.6773030801e-11,0,0,0.27382329678,3.9374327056e-06,-0.056538069969,0.076046129908,0.01958417665,-0.056542092772,0.07605328781,0.019574254314,-7.1579019539e-06,-0.080724904314,0.080261645978,-0.021219793549,0.021091034986,-0.080731707589,0.080268589215,-0.021209139224,0.021080471743,0.043465945954,0,0,83753,32458,4631,4158,44243,18250,44141,18366,3,39917,3,-2,678,1117,0,2,0,0,37d 15h 52m 41s,36d 23h 34m 51.013s,15h 44m 31.505s,83d 6h 14m 18s,165.09873969,125.00005135,328.44774023,-1.749759772,251.75771124,-1.5553401756
17081,0.3208,529.34703539,0.039676000829,529.34703998,-4.5905877641e-06,0.0042347762831,3.1740800664e-07,0.0042347763198,-3.6724702272e-11,0,0,0.2738254394,1.0081854125e-05,-0.056548162261,0.076063936582,0.019567113235,-0.056552166252,0.076071080116,0.019557212137,-7.1435339366e-06,-0.080743162361,0.080279747358,-0.02120070278,0.021071852608,-0.080749940694,0.08028668214,-0.021190079324,0.021061320095,0.038129654058,0,0,83770,32440,4633,4157,44251,18239,44152,18358,3,39917,3,-2,563,1068,0,2,0,0,37d 15h 54m 12s,36d 23h 36m 21.394s,15h 44m 31.505s,83d 6h 27m 20s,165.09998969,125.00005135,328.4502239,-1.7497761011,251.75773668,-1.5554496309
17082,0.32081,529.38673099,0.039695596421,529.38673563,-4.6438401569e-06,0.0042350938479,3.1756477137e-07,0.004235093885,-3.7150721735e-11,0,0,0.27382786507,4.406162632e-06,-0.056558224974,0.076081663972,0.019550154321,-0.056562257521,0.07608888582,0.01954014965,-7.2218485442e-06,-0.080761365214,0.080297769099,-0.021181726429,0.021052775898,-0.080768197792,0.080304782578,-0.021170989536,0.02104213869,0.03674789625,0,0,83793,32417,4631,4159,44261,18227,44163,18349,3,39917,3,-2,784,1317,0,2,0,0,37d 15h 56m 5s,36d 23h 38m 14.225s,15h 44m 31.505s,83d 6h 58m 46s,165.10123969,125.00005135,328.45270267,-1.7497973305,251.75776038,-1.5555652254
17083,0.32082,529.42644616,0.039715170142,529.42645078,-4.626139571e-06,0.0042354115692,3.1772136113e-07,0.0042354116063,-3.7009116258e-11,0,0,0.27383006172,1.3418227548e-05,-0.056568311507,0.076099376214,0.019533195898,-0.056572319216,0.076106612243,0.019523191657,-7.236028881e-06,-0.080779581497,0.080315763008,-0.021162744382,0.021033686577,-0.080786399699,0.080322803379,-0.02115201416,0.021023062947,0.027246259241,1,1,83805,32405,4633,4157,44266,18222,44172,18340,3,39916,3,-2,615,1111,0,2,0,0,37d 15h 57m 40s,36d 23h 39m 49.670s,15h 44m 31.505s,83d 6h 55m 39s,165.10248969,125.00005135,328.45518809,-1.7498119143,251.75778571,-1.5556747815
17084,0.32083,529.46618085,0.03973469519,529.46618551,-4.6597593837e-06,0.0042357294468,3.1787756152e-07,0.0042357294841,-3.7278074724e-11,0,0,0.27383241085,3.7958433905e-06,-0.056578381047,0.076117022477,0.019516319306,-0.056582404733,0.07612432352,0.019506234153,-7.3010426735e-06,-0.080797759949,0.08033368622,-0.021143846207,0.021014673149,-0.080804615039,0.080340796351,-0.021133033088,0.021003974591,0.024707488754,0,0,83819,32391,4633,4157,44270,18216,44182,18332,3,39916,3,-2,645,1065,0,2,0,0,37d 15h 59m 12s,36d 23h 41m 21.333s,15h 44m 31.505s,83d 7h 24m 1s,165.10373969,125.00005135,328.4576701,-1.7498298981,251.75781125,-1.5557886698
17085,0.32084,529.50593502,0.039754171311,529.50593969,-4.6716947963e-06,0.0042360474802,3.1803337049e-07,0.0042360475176,-3.7373558241e-11,0,0,0.27383482988,3.3117435844e-06,-0.05658845896,0.076134625764,0.019499486121,-0.056592473261,0.076141968823,0.019489358474,-7.3430588084e-06,-0.080815935462,0.080351556921,-0.021124994247,0.020995692511,-0.080822792554,0.080358718629,-0.021114135883,0.020984962121,0.021526589217,1,1,83828,32384,4634,4154,44274,18214,44188,18324,3,39917,3,-2,786,1312,0,2,0,0,37d 16h 1m 7s,36d 23h 43m 15.725s,15h 44m 31.505s,83d 7h 52m 18s,165.10498969,125.00005135,328.46015112,-1.7498488805,251.75783834,-1.5559054633
17086,0.32085,529.54570861,0.039773590691,529.54571332,-4.7061099622e-06,0.0042363656689,3.1818872552e-07,0.0042363657066,-3.7648879674e-11,0,0,0.27383721359,2.7295696836e-06,-0.056598538326,0.07615215724,0.019482726165,-0.056602550166,0.07615957115,0.019472526197,-7.4139098342e-06,-0.080834078347,0.080369343275,-0.021106214762,0.020976774533,-0.080840967134,0.080376588397,-0.021095284892,0.020965982436,0.016002275375,0.51484562299,2,83857,32355,4634,4154,44281,18209,44210,18300,3,39915,3,-2,646,1050,0,2,0,0,37d 16h 2m 37s,36d 23h 44m 46.042s,15h 44m 31.505s,83d 7h 35m 59s,165.10623969,125.00005135,328.46263702,-1.7498629806,251.75786454,-1.5560173699
17087,0.32086,529.58550154,0.039792926675,529.5855063,-4.7601953383e-06,0.0042366840123,3.183434134e-07,0.0042366840504,-3.8081562209e-11,0,0,0.27383969829,3.7592259749e-06,-0.056608594505,0.076169578944,0.01946610124,-0.056612628527,0.076177101668,0.019455767148,-7.5227243301e-06,-0.080852163834,0.08038701114,-0.021087578879,0.020957983407,-0.080859109092,0.080394373819,-0.021076506374,0.020947065407,0.015084061736,0,0,83875,32337,4635,4153,44288,18200,44222,18290,3,39915,3,-2,732,1431,0,2,0,0,37d 16h 4m 39s,36d 23h 46m 47.474s,15h 44m 31.505s,83d 8h 2s,165.10748969,125.00005135,328.46511785,-1.7498821501,251.75789356,-1.5561372232
17088,0.32087,529.62531373,0.039812185369,529.6253185,-4.7757818038e-06,0.0042370025098,3.1849748295e-07,0.004237002548,-3.8206254133e-11,0,0,0.27384212975,3.5386967709e-06,-0.056618657147,0.076186951048,0.019449527321,-0.056622683706,0.076194522421,0.019439143118,-7.5713731962e-06,-0.080870237947,0.080404620283,-0.021068996402,0.020939233952,-0.080877193658,0.080412040758,-0.02105787145,0.020928275221,0.013367178215,0,0,83889,32323,4633,4155,44292,18194,44230,18284,3,39915,3,-2,895,1564,0,2,0,0,37d 16h 6m 52s,36d 23h 49m 0.310s,15h 44m 31.505s,83d 9h 1m 50s,165.1087397,125.00005135,328.4675986,-1.7499013966,251.75792251,-1.5562564623
17089,0.32088,529.6651451,0.039831371017,529.66514992,-4.8211223884e-06,0.0042373211608,3.1865096813e-07,0.0042373211993,-3.856897874e-11,0,0,0.273844594,2.1450534581e-06,-0.056628718214,0.076204235054,0.019433047216,-0.056632745352,0.076211893576,0.019422570089,-7.6585223336e-06,-0.080888271095,0.080422129605,-0.02105050985,0.020920568654,-0.080895266854,0.080429648977,-0.02103928993,0.020909526699,0.011483839632,1,1,83903,32309,4633,4155,44297,18189,44239,18275,3,39916,3,-2,810,1505,0,2,0,0,37d 16h 8m 56s,36d 23h 51m 3.884s,15h 44m 31.505s,83d 8h 27m 12s,165.1099897,125.00005135,328.4700826,-1.7499173958,251.75795059,-1.5563748149
17090,0.32089,529.7049956,0.03985050868,529.70500044,-4.8336062264e-06,0.0042376399648,3.1880406944e-07,0.0042376400035,-3.866885024e-11,0,0,0.27384715913,9.8279958056e-06,-0.05663878161,0.076221497789,0.019416588415,-0.056642805429,0.07622917664,0.019406090866,-7.6788510246e-06,-0.08090629909,0.080439617635,-0.021032047474,0.020901922346,-0.080913299093,0.080447157381,-0.021020804329,0.020890862327,0.011365931601,0,0,83916,32298,4635,4151,44306,18180,44245,18269,3,39916,3,-2,800,1337,0,2,0,0,37d 16h 10m 52s,36d 23h 52m 59.889s,15h 44m 31.505s,83d 8h 49m 53s,165.1112397,125.00005135,328.47256597,-1.7499340267,251.75798004,-1.5564939923
17091,0.3209,529.74486525,0.039869642953,529.74487008,-4.8310849934e-06,0.004237958922,3.1895714363e-07,0.0042379589606,-3.8648679743e-11,0,0,0.27384971616,1.22580139e-05,-0.056648842839,0.076238775116,0.019400114866,-0.056652867837,0.076246438425,0.01938963295,-7.6633084699e-06,-0.080924324143,0.080457123398,-0.021013573587,0.020883269188,-0.080931326179,0.080464644484,-0.021002342911,0.020872216946,0.01125855253,0,0,83936,32276,4635,4153,44321,18167,44250,18262,3,39916,3,-2,742,1249,0,2,0,0,37d 16h 12m 40s,36d 23h 54m 47.986s,15h 44m 31.505s,83d 9h 30m 16s,165.1124897,125.00005135,328.47505136,-1.7499486432,251.75801045,-1.5566093374
